,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
4429,0,0.005819434,59,1,0.416551724,7249.0,10,0,2,0,0.0
4430,0,0.241255286,30,1,0.405327574,4166.0,5,0,1,0,0.0
4431,1,0.01343975,50,1,0.16236091,10334.0,6,1,1,0,3.0
4432,0,0.014436959,65,0,0.003729424,7775.0,9,0,0,0,0.0
4433,1,0.733885463,49,2,0.369223765,8785.0,20,0,2,0,2.0
4434,0,0.248772608,57,0,0.274230103,7500.0,7,0,1,0,0.0
4435,0,0.120906591,59,0,0.005201403,8266.0,2,0,0,0,0.0
4436,0,0.0117198,95,0,6.0,,4,0,0,0,0.0
4437,1,0.717607973,80,1,0.510757717,1068.0,6,0,0,0,0.0
4438,0,0.841402211,81,0,0.766681798,4405.0,20,0,0,0,0.0
4439,0,0.059747876,86,0,0.220311875,5001.0,13,0,2,0,1.0
4440,1,0.974533107,61,4,0.533350177,7915.0,10,2,2,2,0.0
4441,1,1.867109635,85,4,0.475809676,2500.0,10,1,0,2,0.0
4442,0,0.025693165,37,0,0.230708592,11416.0,14,0,3,0,1.0
4443,0,0.803439312,34,0,0.311922019,4000.0,7,0,0,0,0.0
4444,1,0.156050705,34,0,0.435287117,3360.0,10,0,1,0,1.0
4445,0,0.9999999,43,0,0.25214676,1280.0,2,0,0,0,2.0
4446,0,0.024676192,75,0,0.143223819,5843.0,4,0,1,0,0.0
4447,1,1.13672496,26,1,0.040937997,2515.0,2,1,0,1,0.0
4448,0,0.060795925,87,0,0.085993485,1534.0,10,0,0,0,0.0
4449,0,0.131871703,54,0,0.528157281,3000.0,10,0,1,0,0.0
4450,0,0.107208102,78,0,99.0,,3,0,0,0,
4451,1,0.0,71,1,0.028630032,11700.0,6,0,1,0,0.0
4452,0,0.225568877,49,0,4112.0,,10,0,2,0,1.0
4453,0,0.058710092,70,0,0.018735363,1280.0,2,0,0,0,0.0
4454,1,0.698161883,53,0,0.295252474,5960.0,3,1,1,2,3.0
4455,0,0.0,64,0,1584.0,,6,0,1,0,
4456,0,0.775412983,61,0,1.211352288,9812.0,33,0,3,0,1.0
4457,1,0.9999999,28,1,0.155201627,2950.0,3,3,0,1,0.0
4458,1,0.916900968,48,2,0.524455552,2800.0,5,3,1,1,2.0
4459,1,0.72828491,41,0,0.931149361,1800.0,8,0,0,0,2.0
4460,1,0.9999999,54,0,0.012332245,2756.0,1,0,0,1,0.0
4461,0,0.154499929,63,0,0.40771526,4691.0,12,0,2,0,2.0
4462,0,0.9999999,53,0,0.0,12666.0,0,0,0,0,2.0
4463,0,0.032770492,49,0,1129.0,,4,0,2,0,0.0
4464,1,0.0,36,2,0.670636671,6800.0,9,0,2,0,2.0
4465,1,1.23255814,40,2,0.406798489,4500.0,7,3,1,0,1.0
4466,0,0.011029111,65,0,0.383404149,4000.0,11,0,2,0,0.0
4467,0,0.500098036,29,0,0.142648135,4100.0,8,0,0,0,0.0
4468,1,0.723697431,45,1,0.43895554,2833.0,11,0,0,0,1.0
4469,1,0.830028329,43,1,0.603215056,5100.0,5,0,1,0,1.0
4470,0,0.678821412,65,0,0.675332095,7000.0,5,0,2,0,0.0
4471,0,0.084613835,41,0,137.0,,3,0,0,0,0.0
4472,1,0.847892221,26,3,0.191120259,3400.0,8,0,0,0,0.0
4473,0,0.46930881,32,0,0.968005332,6000.0,7,1,3,0,0.0
4474,0,0.010402205,68,0,0.094140517,3600.0,6,0,1,0,0.0
4475,0,0.770027056,31,2,0.457159287,1738.0,10,0,1,0,1.0
4476,1,0.9999999,51,98,0.0,,0,98,0,98,0.0
4477,1,0.9999999,62,2,0.610252447,3881.0,6,2,1,1,0.0
4478,1,0.980850703,43,1,0.210855204,5600.0,6,0,1,0,0.0
4479,1,0.132347594,41,0,0.303194958,4600.0,7,0,0,0,1.0
4480,0,0.121811293,69,0,2204.0,,11,0,1,0,0.0
4481,0,0.128174365,65,0,0.84346035,970.0,6,0,0,0,0.0
4482,1,0.9999999,55,0,1668.0,,2,5,2,0,0.0
4483,1,0.330167555,62,0,0.593351662,4000.0,8,0,2,0,0.0
4484,0,0.300879799,50,0,0.348769899,7600.0,15,0,2,0,0.0
4485,1,0.960537958,50,1,0.381843295,7963.0,5,6,1,2,3.0
4486,1,0.9999999,36,0,0.208044383,2162.0,2,1,0,1,3.0
4487,0,0.061181399,54,0,4401.0,,11,0,2,0,2.0
4488,1,0.548518033,51,2,0.333422217,18750.0,11,0,2,0,2.0
4489,1,0.100613751,42,0,2097.0,,7,0,1,0,0.0
4490,1,1.063670412,28,0,0.195876289,1842.0,6,0,0,2,2.0
4491,0,0.040556924,65,1,1036.0,,11,0,0,0,1.0
4492,0,0.546453546,23,0,0.652862363,820.0,3,0,0,0,0.0
4493,0,0.163734492,55,0,0.211546266,9855.0,7,0,2,0,2.0
4494,0,0.067237028,43,0,4193.0,,10,0,3,0,0.0
4495,0,0.963082603,58,0,0.366503221,10400.0,7,0,1,0,0.0
4496,0,0.433159617,30,0,0.526071586,4525.0,8,0,1,0,1.0
4497,1,0.592346914,39,2,1.125308744,6072.0,8,0,2,0,1.0
4498,1,0.929071395,47,2,0.378209743,4166.0,8,0,1,0,3.0
4499,1,0.967527061,54,0,0.138229634,3117.0,3,1,0,0,1.0
4500,1,0.972585273,43,4,0.445900911,4500.0,6,0,1,1,0.0
4501,0,0.290414742,31,0,0.356623245,5910.0,3,0,1,0,1.0
4502,0,0.110050399,58,0,0.019626616,6266.0,3,0,0,0,0.0
4503,1,0.76624875,37,0,0.444584781,9500.0,5,0,2,0,2.0
4504,1,0.87406838,40,2,0.176905691,9733.0,12,0,0,0,4.0
4505,1,1.022996167,36,0,0.359238955,3100.0,4,0,1,2,1.0
4506,1,0.925558885,44,1,0.356857523,750.0,4,0,0,0,0.0
4507,0,0.0,28,0,0.154295996,2222.0,4,0,0,0,0.0
4508,0,0.182272695,44,0,0.412786752,7366.0,7,0,1,0,0.0
4509,1,0.033303593,51,0,1.82818749,6250.0,26,0,7,0,3.0
4510,0,0.9999999,63,1,0.005706134,1401.0,0,0,0,1,1.0
4511,0,0.632861999,76,1,0.374736263,10900.0,11,0,2,0,2.0
4512,0,0.014350743,45,1,0.638292123,7400.0,12,0,2,0,0.0
4513,1,0.425085262,49,1,3350.0,,12,0,2,0,1.0
4514,1,0.045869095,51,0,0.441133222,10200.0,15,1,2,1,2.0
4515,1,0.774131522,31,3,0.436015511,4125.0,8,1,0,0,0.0
4516,0,29110.0,58,0,0.402559744,10000.0,7,0,1,0,0.0
4517,0,0.048961994,50,0,0.262081991,9000.0,8,0,1,0,0.0
4518,0,0.005561491,73,0,0.000579173,8632.0,4,0,0,0,0.0
4519,1,0.59703925,42,0,0.463107379,5000.0,11,0,1,0,0.0
4520,0,0.008965839,66,0,0.037214886,5830.0,10,0,0,0,1.0
4521,1,0.96420358,33,0,0.243972117,8750.0,12,0,0,0,5.0
4522,1,0.552468614,68,1,0.342754299,7500.0,13,0,1,0,0.0
4523,1,0.782801911,29,4,0.17689243,3764.0,4,0,0,0,1.0
4524,1,0.971352432,27,1,0.316841104,1050.0,6,1,0,0,0.0
4525,1,0.902791718,32,0,0.35394101,6000.0,15,0,0,0,0.0
4526,1,0.244880762,63,2,0.406865061,6350.0,14,0,3,0,0.0
4527,0,1.094211124,34,0,0.379469435,2600.0,7,0,0,0,0.0
4528,1,0.016898897,61,0,0.011358473,2200.0,6,0,0,0,0.0
4529,1,0.500566629,49,1,0.348109811,4443.0,6,1,0,2,2.0
4530,0,0.19612518,54,0,0.480580296,10890.0,26,0,3,0,0.0
4531,1,0.972781558,41,1,5.219269103,300.0,4,1,0,0,0.0
4532,0,0.026069464,67,0,0.017214397,3833.0,5,0,0,0,0.0
4533,0,0.033944204,57,0,0.570363467,8583.0,24,0,2,0,1.0
4534,1,0.044358519,47,1,0.242679617,7000.0,18,0,2,0,2.0
4535,1,0.476809926,42,3,4351.0,,16,0,2,0,0.0
4536,0,0.048616733,63,0,0.275890215,9800.0,6,0,2,0,1.0
4537,1,1.07846077,56,1,0.252453778,4380.0,4,0,1,0,2.0
4538,0,0.609560994,46,4,0.282960954,14008.0,7,0,1,0,2.0
4539,0,0.338283689,50,2,0.209872894,3382.0,8,0,1,1,3.0
4540,1,0.9999999,30,0,0.0,1400.0,0,0,0,0,0.0
4541,1,0.54897424,55,2,26675.0,,34,0,0,0,0.0
4542,0,0.053389227,62,0,645.0,0.0,19,0,0,0,0.0
4543,0,0.010703307,87,0,0.04798629,3500.0,5,0,0,0,0.0
4544,1,0.904789851,50,2,1.422040674,5752.0,13,1,2,6,0.0
4545,1,1.153996101,47,0,0.182623366,9483.0,8,1,0,1,2.0
4546,1,0.854019917,34,0,869.0,,6,0,0,1,0.0
4547,1,0.9999999,44,0,1255.0,,4,0,1,0,2.0
4548,0,0.167422004,80,0,0.176483421,4583.0,13,0,0,0,0.0
4549,1,0.9999999,61,0,1359.0,,1,1,1,0,0.0
4550,0,0.274396618,49,0,0.429763923,7666.0,5,0,2,0,3.0
4551,1,1.127041742,25,0,0.028851388,1836.0,2,1,0,0,0.0
4552,0,0.665922185,54,0,0.5910352,11533.0,14,0,2,0,1.0
4553,0,0.001399907,47,0,0.076461769,2000.0,3,0,0,0,1.0
4554,1,0.9999999,26,0,0.053982006,3000.0,1,0,0,0,0.0
4555,0,1.065334358,31,1,0.013329294,3300.0,3,0,0,0,0.0
4556,0,0.436099453,48,0,0.156728297,24500.0,10,0,1,0,2.0
4557,1,0.9999999,30,0,0.158273381,2779.0,1,0,0,0,1.0
4558,0,0.09700895,34,0,0.197096433,10400.0,17,0,1,0,1.0
4559,1,0.521113305,50,1,0.478695585,6500.0,11,1,2,0,3.0
4560,1,0.830599019,44,0,0.492304676,10200.0,10,0,2,0,4.0
4561,1,0.9999999,46,0,170.39801,401.0,3,2,0,0,2.0
4562,0,0.457439022,50,0,0.456851885,5596.0,7,0,1,0,0.0
4563,0,0.0,45,0,0.0,2000.0,2,0,0,0,0.0
4564,0,0.182415542,52,0,1.608517188,1948.0,12,0,2,0,1.0
4565,1,0.9999999,41,0,0.492424242,5147.0,5,1,1,0,1.0
4566,0,0.036048198,50,0,0.124139722,7700.0,4,0,1,0,3.0
4567,1,0.9999999,27,4,0.831445703,1500.0,4,3,1,0,0.0
4568,1,0.917160699,39,2,0.510761716,6550.0,19,0,2,0,0.0
4569,1,0.238109733,53,4,0.492245448,4448.0,11,0,2,0,0.0
4570,0,0.119694434,39,0,0.041525684,3250.0,13,0,0,0,1.0
4571,1,0.871934605,38,0,571.0,,6,1,1,0,0.0
4572,0,0.313902238,60,0,0.75791288,6381.0,8,0,2,0,2.0
4573,1,0.022947476,67,0,0.650050743,16750.0,12,0,5,0,0.0
4574,0,0.479517677,52,0,0.481413593,13638.0,10,0,3,0,0.0
4575,1,0.848597737,54,1,0.563549658,9645.0,23,0,3,2,0.0
4576,1,0.9999999,49,0,0.204984232,13000.0,2,3,1,2,1.0
4577,1,0.9999999,32,0,0.198821218,2544.0,7,2,0,1,0.0
4578,0,1.00704072,44,0,0.661267746,5000.0,10,0,2,1,4.0
4579,1,0.555067768,43,0,1.602958816,2500.0,12,0,2,1,0.0
4580,1,1.055625509,55,1,0.46831472,7968.0,21,0,1,2,0.0
4581,1,0.973515592,46,0,0.719473349,9417.0,9,0,1,0,3.0
4582,1,0.136308619,35,0,4.59066994,2850.0,14,0,6,0,0.0
4583,1,0.291812018,42,0,0.425057494,10000.0,11,0,2,0,0.0
4584,0,0.045411936,31,0,1.291976416,3900.0,11,0,4,0,0.0
4585,0,0.9999999,29,0,0.433084312,4684.0,6,0,1,0,0.0
4586,0,0.000297293,60,0,2.0,,7,0,0,0,0.0
4587,1,0.9999999,58,98,0.0,2500.0,0,98,0,98,0.0
4588,1,0.924415117,57,1,0.633252493,3710.0,4,6,1,0,5.0
4589,0,0.055462874,48,3,6274.0,,11,0,2,0,0.0
4590,0,0.772287863,65,0,0.583640189,3801.0,13,0,2,0,1.0
4591,1,0.315786384,48,2,0.504326091,5200.0,12,1,1,1,2.0
4592,0,0.552889079,36,0,0.491950805,10000.0,7,0,1,0,0.0
4593,1,0.912257769,34,0,1608.0,1.0,9,0,3,0,3.0
4594,1,0.9999999,46,1,0.12849162,3400.0,3,4,0,1,2.0
4595,1,0.670240402,60,0,3653.0,,8,0,2,0,0.0
4596,1,0.04508798,41,0,1.274945011,5000.0,10,0,2,0,1.0
4597,1,0.172004951,56,0,0.030292188,8384.0,13,1,0,0,2.0
4598,1,0.598748883,56,3,0.524658217,18066.0,12,2,2,0,1.0
4599,1,0.589584001,62,2,0.438641942,7333.0,12,0,1,0,0.0
4600,1,0.932788374,42,0,1531.0,,3,1,1,0,
4601,0,0.952173528,67,0,0.336352961,11921.0,7,0,0,0,0.0
4602,1,0.897489686,28,0,0.776111944,2000.0,8,0,0,0,0.0
4603,1,0.9999999,50,0,0.690140845,2768.0,6,0,1,2,0.0
4604,1,0.9999999,40,1,0.092405653,6438.0,1,2,0,0,2.0
4605,0,0.296113625,43,0,0.423157684,10000.0,6,0,1,0,4.0
4606,1,0.9999999,36,2,424.0,,2,3,0,0,
4607,0,0.586815093,39,1,0.359107494,7125.0,8,0,1,0,1.0
4608,0,0.039119804,84,0,0.009541709,6916.0,12,0,0,0,0.0
4609,0,0.027759857,56,0,514.0,,7,0,0,0,4.0
4610,1,0.0,64,0,841.0,,5,2,0,1,4.0
4611,1,0.35381913,52,0,0.738386308,5725.0,17,0,3,0,2.0
4612,0,0.007845024,57,0,0.317691635,3430.0,9,0,1,0,0.0
4613,1,0.384244163,49,1,0.773424191,1760.0,8,0,1,0,4.0
4614,1,0.886140766,69,0,0.550536838,2700.0,11,0,0,0,0.0
4615,1,0.067025238,56,4,3459.0,,5,3,1,4,2.0
4616,0,1.006655574,48,5,0.092700888,4616.0,4,2,0,0,1.0
4617,0,0.146767235,68,0,3.203592814,500.0,3,0,1,0,0.0
4618,1,0.613903516,33,0,0.935688104,3000.0,8,0,2,0,3.0
4619,0,0.460477068,42,2,0.204465922,6000.0,10,0,0,0,1.0
4620,1,0.9999999,28,0,0.29199549,2660.0,7,4,0,1,0.0
4621,0,0.01123955,45,0,0.083245798,3807.0,3,0,0,0,0.0
4622,0,0.939204053,36,0,0.690787908,4200.0,6,0,1,0,1.0
4623,0,0.012496876,31,0,1.0,,3,0,0,0,
4624,1,1.010221087,40,5,1.401561145,2305.0,8,0,2,0,0.0
4625,0,0.296450592,52,0,1577.0,0.0,5,0,2,0,2.0
4626,1,0.9999999,55,0,0.399280576,2501.0,4,1,0,0,0.0
4627,1,0.275816123,37,1,0.131420639,2160.0,5,0,0,0,4.0
4628,0,0.0,40,0,0.353764624,10000.0,5,0,1,0,0.0
4629,0,0.050169215,59,0,0.711572107,4000.0,14,0,1,0,1.0
4630,0,0.836512262,28,0,0.003670243,7083.0,3,1,0,0,0.0
4631,1,1.115537849,66,0,0.195248249,3282.0,2,0,0,2,1.0
4632,1,0.9999999,36,0,0.077479779,2348.0,2,0,0,2,5.0
4633,0,0.99692355,26,1,0.187521544,2900.0,2,0,0,0,0.0
4634,0,0.006833106,52,0,0.188127455,2290.0,9,0,0,0,0.0
4635,1,0.9999999,53,0,0.039112051,5675.0,0,0,0,0,0.0
4636,0,0.079321709,65,0,0.022127433,3750.0,3,0,0,0,0.0
4637,1,0.9999999,68,0,0.495975232,1614.0,4,0,1,0,0.0
4638,0,0.040309844,50,0,0.585235794,6000.0,15,0,3,0,1.0
4639,1,0.627329902,61,4,1.962979222,6833.0,20,1,7,0,0.0
4640,1,0.9999999,55,0,41.0,,0,0,0,0,1.0
4641,0,0.015234632,33,0,0.067187179,4866.0,5,0,0,0,0.0
4642,1,0.821045841,47,0,0.508392675,7863.0,12,0,1,0,2.0
4643,1,0.270273021,47,0,0.793859649,2735.0,15,0,2,0,3.0
4644,0,0.047835683,33,0,0.348736278,7833.0,6,0,1,0,0.0
4645,1,0.84303351,33,1,0.150283239,3000.0,5,0,0,0,0.0
4646,1,0.562347588,61,0,0.51210842,4500.0,12,0,2,0,0.0
4647,0,0.922450665,67,0,0.403544649,4400.0,4,0,2,0,0.0
4648,1,0.9999999,46,3,0.080923507,4287.0,2,1,0,0,0.0
4649,0,0.004190092,57,2,0.733193703,14800.0,23,0,4,0,1.0
4650,0,2.706323419,34,1,0.105080949,9820.0,7,0,0,0,0.0
4651,1,0.0,31,0,0.476830782,4833.0,11,0,1,0,2.0
4652,0,0.043397621,67,0,0.22264475,8151.0,8,0,1,0,1.0
4653,0,0.279105842,39,0,0.247285238,9300.0,10,0,1,0,0.0
4654,1,0.632631203,36,0,53.0,,1,0,0,1,0.0
4655,0,0.301059629,61,0,0.24775045,5000.0,13,0,0,0,0.0
4656,0,0.9999999,59,0,0.02576138,9160.0,3,1,0,0,1.0
4657,1,0.458887314,47,4,0.579349209,5500.0,17,0,1,0,0.0
4658,1,0.799291581,72,0,1.159466667,3749.0,12,0,2,0,0.0
4659,0,0.958928165,63,1,2798.0,,11,0,1,0,0.0
4660,0,0.009537716,75,0,0.224725592,1730.0,10,0,0,0,0.0
4661,1,0.116602793,40,0,0.424876847,2435.0,7,0,0,0,2.0
4662,0,0.296756997,45,1,0.640062058,5800.0,12,0,3,0,0.0
4663,1,0.860953777,67,2,0.435065826,14583.0,15,0,2,0,1.0
4664,0,0.001796192,28,0,0.061713902,5962.0,6,0,0,0,2.0
4665,1,0.813648294,47,2,0.415882275,7542.0,16,0,1,1,2.0
4666,1,0.981819835,59,0,0.246820809,3459.0,9,0,0,0,0.0
4667,0,0.703286448,29,0,0.166228301,1900.0,2,0,0,0,2.0
4668,0,0.044220655,28,0,0.451774113,2000.0,4,0,0,0,0.0
4669,1,1.211060948,40,2,0.605674291,8000.0,6,1,1,1,3.0
4670,0,0.389221557,32,0,0.10819872,3280.0,2,0,0,0,0.0
4671,0,0.9999999,59,0,0.105244738,20000.0,5,0,0,0,1.0
4672,1,1.00532978,25,1,0.121491734,2600.0,6,0,0,0,0.0
4673,0,0.012610411,77,0,0.004832528,6000.0,3,0,0,0,0.0
4674,1,0.913391073,52,0,0.243231987,2400.0,6,0,0,0,0.0
4675,0,6.38e-05,68,0,0.011509734,8166.0,13,0,0,0,2.0
4676,0,0.011885048,66,1,0.16713881,6000.0,25,0,1,0,0.0
4677,1,0.253444248,52,1,0.416715274,12000.0,15,0,1,0,0.0
4678,0,0.047534513,50,0,0.00749925,10000.0,8,0,0,0,0.0
4679,0,0.052758158,70,0,0.345489443,2083.0,6,0,1,0,0.0
4680,0,0.0,44,1,0.550855605,5200.0,5,1,1,0,4.0
4681,0,0.866971175,33,0,1.032390171,2685.0,15,0,1,0,1.0
4682,1,0.069723888,40,0,0.037488285,3200.0,10,0,0,0,2.0
4683,0,0.338632782,69,2,0.293250582,9022.0,23,0,0,0,0.0
4684,0,0.013143947,42,0,0.267732962,2875.0,7,0,1,0,0.0
4685,1,0.0,35,0,0.295573536,2100.0,7,4,0,0,0.0
4686,0,0.001119808,56,0,0.190629183,3734.0,12,0,1,0,0.0
4687,0,0.290148394,47,0,0.169083092,10000.0,9,0,1,0,2.0
4688,0,0.532991247,34,0,0.530993561,7920.0,9,0,2,0,2.0
4689,0,0.206280996,41,0,0.375874708,3000.0,9,0,0,0,0.0
4690,1,0.851905521,35,0,0.043021266,4090.0,1,0,0,0,3.0
4691,0,0.107932638,45,0,0.525157233,2543.0,8,0,1,0,2.0
4692,1,0.913597128,42,1,15191.0,,18,0,7,0,0.0
4693,0,0.9999999,25,0,0.0,600.0,1,0,0,0,0.0
4694,1,0.823917608,67,0,0.155658019,18000.0,6,0,1,0,0.0
4695,0,0.9999999,23,0,0.084043849,820.0,1,1,0,2,0.0
4696,1,0.788525125,78,3,0.953835474,2880.0,12,3,1,1,0.0
4697,1,1.054472764,46,3,0.177455636,4000.0,3,2,0,2,0.0
4698,0,0.041170252,69,0,748.0,,7,0,0,0,0.0
4699,0,0.007285584,49,0,0.104205128,9749.0,13,0,2,0,0.0
4700,0,0.9999999,39,3,1.535027898,1612.0,1,0,1,1,3.0
4701,0,0.523356915,62,0,0.221117587,8750.0,10,0,1,0,0.0
4702,1,0.9999999,52,0,1.216195373,3889.0,8,0,1,0,0.0
4703,0,0.9999999,49,0,1284.0,,4,0,2,0,0.0
4704,1,0.062742921,63,0,0.950269701,7600.0,7,0,3,0,2.0
4705,0,0.155168966,26,0,23.0,,1,0,0,0,
4706,1,0.9999999,28,0,0.341569767,1375.0,1,0,0,0,0.0
4707,1,0.9999999,61,0,0.128990648,3100.0,2,1,0,1,0.0
4708,0,0.066499696,50,0,0.028398529,73700.0,11,0,1,0,2.0
4709,0,0.083546273,35,0,0.368280289,3738.0,8,0,1,0,2.0
4710,1,0.369663034,36,2,0.312938426,5131.0,12,0,0,1,3.0
4711,0,0.581346717,42,0,0.46922906,4500.0,8,0,1,0,3.0
4712,1,1.023995201,29,0,0.225861095,1770.0,2,0,0,0,1.0
4713,1,0.529187377,61,0,0.261280735,3700.0,13,0,0,0,0.0
4714,1,0.063147697,68,1,0.476053502,6952.0,14,1,2,0,1.0
4715,0,0.469617042,59,2,0.826112901,8378.0,15,0,3,0,1.0
4716,0,0.916734842,40,0,0.698783295,3040.0,5,0,2,0,0.0
4717,1,0.0,47,3,0.470153311,9196.0,10,1,2,1,3.0
4718,1,0.883058711,52,0,0.325521393,4650.0,7,0,1,0,0.0
4719,0,0.045737006,42,0,0.24617672,9415.0,4,0,2,0,3.0
4720,1,0.72278005,54,3,1.062036213,3368.0,14,0,2,0,2.0
4721,0,0.002333256,41,0,0.219439028,20000.0,5,0,1,0,3.0
4722,0,0.098651417,46,0,2638.0,,9,0,1,0,0.0
4723,1,0.93681307,45,0,0.812784522,10543.0,31,0,2,0,0.0
4724,0,0.241792198,73,0,0.016959122,10200.0,13,0,0,0,0.0
4725,1,1.075979739,37,3,1687.0,,5,1,0,2,0.0
4726,1,0.9999999,47,1,383.0,,1,0,0,0,0.0
4727,1,0.956810631,29,2,0.241394431,4560.0,5,3,0,0,0.0
4728,1,1.180327869,49,1,0.616717771,7500.0,9,0,2,0,0.0
4729,0,0.0,73,0,0.06784745,7000.0,6,0,1,0,1.0
4730,0,0.181442693,51,1,0.302158273,8200.0,12,0,1,0,0.0
4731,0,0.9999999,48,0,14.0,,0,1,0,0,1.0
4732,1,0.884124307,41,1,0.270529837,9266.0,8,0,1,0,1.0
4733,0,0.9999999,78,0,0.0,5000.0,0,0,0,0,0.0
4734,0,0.997544721,31,0,0.315379624,1540.0,3,0,0,0,3.0
4735,0,0.439654113,59,0,1.0,1400.0,10,0,1,0,0.0
4736,1,0.9999999,58,2,974.0,,5,4,1,2,0.0
4737,0,0.037604274,59,1,0.114274831,10500.0,12,0,1,0,0.0
4738,0,0.587020273,55,2,0.847384418,6250.0,13,0,3,0,2.0
4739,1,1.007795289,38,1,0.225884096,5400.0,6,4,0,2,0.0
4740,0,0.196566953,66,0,0.979717813,1133.0,6,0,0,0,0.0
4741,1,1.091514143,44,1,0.024487756,2000.0,2,2,0,0,1.0
4742,0,0.0,55,0,0.267604475,12155.0,7,0,1,0,1.0
4743,0,0.472558546,35,0,0.715783954,3813.0,14,0,3,0,1.0
4744,0,0.040871038,46,0,0.292311985,7166.0,11,0,1,0,0.0
4745,1,0.594257179,37,2,0.159007883,5200.0,3,0,0,0,2.0
4746,1,0.9999999,38,1,0.302750119,4217.0,2,1,2,0,2.0
4747,1,0.769792467,51,0,506.0,,7,0,0,0,0.0
4748,0,1.036088759,42,3,0.364059718,7300.0,5,1,1,2,3.0
4749,1,0.9999999,48,1,0.288311216,5500.0,2,2,1,1,0.0
4750,1,0.988429398,41,0,0.384559623,8276.0,8,0,2,0,3.0
4751,1,0.064123591,65,0,0.446031746,1889.0,6,0,1,0,0.0
4752,0,0.072818544,56,0,2017.0,,2,0,1,0,
4753,0,0.550924914,46,0,0.626162272,7850.0,22,0,2,0,1.0
4754,1,0.519886981,42,0,0.400639744,2500.0,8,0,1,0,0.0
4755,1,0.34644226,78,1,0.563145618,3000.0,5,0,2,0,0.0
4756,1,0.348701175,65,0,4008.0,,19,0,1,0,1.0
4757,0,0.085366213,76,0,0.23943662,2200.0,7,0,1,0,0.0
4758,1,0.378720266,66,0,0.884552021,7890.0,19,0,3,0,0.0
4759,0,0.675475404,59,0,0.336112164,7916.0,5,0,1,0,0.0
4760,0,0.279744051,24,0,41.0,,2,0,0,0,
4761,1,0.234865214,31,0,0.89812671,4750.0,7,0,2,0,0.0
4762,0,0.463762647,51,0,0.588335221,5297.0,9,0,3,0,0.0
4763,0,0.095492042,47,0,0.011329557,3000.0,2,0,0,0,0.0
4764,1,0.86151618,47,2,0.832653423,11275.0,19,0,7,0,1.0
4765,1,1.01175779,52,2,1.366255144,1700.0,8,0,1,0,0.0
4766,0,0.0,39,4,0.339529851,10166.0,13,0,2,0,1.0
4767,0,0.008078517,61,0,0.184423953,9000.0,16,0,1,0,0.0
4768,0,0.066345382,64,0,0.301995565,4509.0,7,0,2,0,1.0
4769,0,0.463538921,43,0,0.531346865,10000.0,12,0,2,0,2.0
4770,0,0.057972412,73,0,0.835559921,5089.0,8,0,3,0,0.0
4771,0,0.034209743,50,0,0.087481775,4800.0,5,0,0,0,0.0
4772,0,0.0,64,0,367.0,,6,0,0,0,0.0
4773,1,0.069860279,42,1,0.005833102,25200.0,1,1,0,0,2.0
4774,0,0.012984429,32,1,0.12645231,3700.0,6,0,0,0,0.0
4775,0,0.0,40,0,2952.0,,7,0,1,0,0.0
4776,0,0.908993407,46,2,0.422841906,9000.0,9,0,3,0,2.0
4777,1,0.620619357,50,2,0.705746159,4750.0,8,0,1,3,0.0
4778,1,0.9999999,32,0,479.0,,1,1,0,0,0.0
4779,1,0.9999999,40,0,828.0,,3,2,0,0,0.0
4780,1,0.9999999,38,0,6.0,,1,0,0,0,0.0
4781,0,0.031287386,47,0,0.240634582,7500.0,7,0,1,0,0.0
4782,1,0.959688214,42,1,0.130242311,4291.0,7,0,0,0,3.0
4783,1,0.9999999,37,0,0.0,2040.0,1,1,0,0,0.0
4784,1,0.9999999,57,0,0.0,,0,0,0,0,0.0
4785,1,0.0,25,1,0.166986564,2083.0,5,0,0,0,0.0
4786,1,0.816593654,56,2,1.634355361,5250.0,17,0,1,0,0.0
4787,1,0.9999999,33,0,0.096219931,3200.0,2,1,0,1,4.0
4788,0,0.875752826,38,1,0.142679214,7225.0,12,0,0,0,0.0
4789,0,0.9999999,50,0,0.232467713,7200.0,7,0,1,0,1.0
4790,0,0.006153711,81,0,0.00095229,10500.0,9,0,0,0,0.0
4791,1,0.370453137,36,0,3141.0,,7,0,2,0,0.0
4792,1,0.57973267,32,1,2136.0,,10,0,2,0,0.0
4793,1,0.710978307,47,0,0.745798766,4700.0,11,0,2,0,3.0
4794,0,0.109725493,50,0,0.665439411,6246.0,11,0,1,0,3.0
4795,0,0.074042089,49,0,1734.0,,10,0,1,0,2.0
4796,0,0.614721944,29,0,0.495926127,1840.0,9,0,0,0,0.0
4797,0,0.66832302,48,0,0.673579735,13500.0,16,0,3,0,2.0
4798,0,0.786729519,58,0,0.257735389,9016.0,3,0,2,0,0.0
4799,0,0.020533965,68,0,0.011804202,9233.0,9,0,1,0,0.0
4800,1,0.367621611,37,0,2530.0,,6,0,2,2,1.0
4801,1,0.9999999,38,0,0.031230481,1600.0,2,2,0,0,0.0
4802,0,0.0,47,0,0.219192091,5866.0,19,0,3,0,3.0
